id,reviewer_name,reviewer_country,stay_date,review_type,review_date,room_type,nights_stayed,rating,review_title,review_text
214,Daniel,Ecuador,December 2024,Couple,24 December 2024,Guest Room 1 King,3,"4.0
4.0",Disappointing,"Pros: Me cobraron impuestos y garantías q nunca indicaron cuando se realizó la reserva
Cons: Me cobraron impuestos y garantías q nunca indicaron cuando se realizó la reserva"
215,Luiz,Brazil,November 2024,Group,17 November 2024,Guest Room 1 King,2,"10
10",Justo,"Pros: Relação custo benefício
Cons: N/A"
216,Maria,Argentina,October 2024,Family,10 October 2024,"Guest room, 2 Double",2,"6.0
6.0",Mala predisposición de la manager del hotel,"Pros: La ubicación y las facilities del hotel
Cons: En la reserva estaba incluido el desayuno para 4 personas (2 adultos y 2 menores de 16 años) y en el momento del check in nos corroboraron eso. El primer día que fuimos a desayunar nos enteramos que solo estaba habilitado para 2 adultos y 2 menores de 12 años al que nos quisieron cobrar un desayuno extra. En ese momento nos dijeron que no había ningún problema, que ellos resolvían el tema con la manager.
Fuimos a corroborar ese tema, y la manager Paula Temponi insistió con argumentos contradictorios y de una manera petulante que era nuestro error e igualmente no estaba habilitado el desayuno para los 4, que era lo que estaba escrito en la reserva.
Finalmente permitieron el desayuno de solo 3 personas, mi marido no pudo hacerlo con la familia."
217,Waldir,Brazil,September 2024,Solo traveller,1 October 2024,"Guest room, 2 Double",3,"10
10",Sempre excelente,"Pros: Limpeza e limpeza
Cons: Café da manhã caro assim como estacionamento"
218,Jonathas,Brazil,August 2024,Family,25 August 2024,"Guest room, 2 Double",2,"6.0
6.0",Valeu por conhecer Miami,"Pros: Quarto espaçoso…. Banheiro amplo
Cons: Estava sujo!!"
219,Orlando,Puerto Rico,July 2024,Family,24 August 2024,"Guest room, 2 Double",2,"10
10",Céntrico y ambiente familiar,"Pros: Céntrico
Cons: Todo bien"
220,Soraya,Chile,August 2024,Couple,22 August 2024,"Guest room, 2 Double",2,"6.0
6.0",Tranquila,"Pros: Ubicación muy buena
Cons: Las personas que atienden al realizar el check inn
El hotel está con las instalaciones antiguas, se nota poca renovación"
221,Alejandro,Guatemala,August 2024,Group,14 August 2024,Guest Room 1 King,1,"3.0
3.0",Poor,"Pros: Bueni
Cons: El trato que nos dieron en recepción nos trataron de forma despectiva, totalmente descortés sobre tofo la jefa se la persona que bks atendió"
222,Altagracia,Dominican Republic,August 2024,Family,11 August 2024,"Guest room, 2 Double",1,"10
10",Exceptional,"Pros: Sin desperdicio, todo excelente"
223,Elaine,Spain,July 2024,Family,9 August 2024,"Guest room, 2 Double",2,"5.0
5.0",Passable,"Pros: Era muy bonito y moderno
Cons: Qué tenía que pagar 30 dólares por el parking al día."
224,Jesús,Mexico,August 2024,Family,9 August 2024,"Guest room, 2 Double",7,"10
10",Exceptional,Pros: Las habitaciones son confortables y cómodas. La ubicación es muy conveniente para cualquier tipo de viajero
225,Juan,Colombia,July 2024,Group,28 July 2024,"Guest room, 2 Double",3,"10
10",Espectacular,"Pros: La comodidad, muy lindo todo.
Cons: Quizás un poco lejos del centro de Miami"
226,Simone,Brazil,July 2024,Couple,24 July 2024,Guest Room 1 King,5,"6.0
6.0",Pleasant,"Pros: Localização
Cons: Comida"
227,Juana,United States,July 2024,Family,20 July 2024,"Guest room, 2 Double",2,"10
10",Excelente,Pros: ME ENCANTÓ TODO !
228,Ana,United States,July 2024,Couple,8 July 2024,Guest Room 1 King,3,"10
10",Exceptional,Pros: Todo excelente
229,De,United States,July 2024,Family,8 July 2024,"Guest room, 2 Double",3,"10
10",Exceptional,"Pros: Ubicación excelente
Cons: No había pasta dental...es mi único señalamiento"
230,Waldir,Brazil,July 2024,Solo traveller,6 July 2024,"Guest room, 2 Double",3,"10
10",Excelente,"Pros: Tudo ótimo
Cons: Gostei tudo"
231,Ignacio,Ecuador,May 2024,Couple,27 May 2024,Guest Room 1 King,5,"10
10",Exceptional,"Pros: Desayuno
Cons: Que no hay self parking"
232,Sara,Colombia,April 2024,Family,24 April 2024,"Guest room, 2 Double",4,"10
10",Muy buena,"Pros: El personal atención
Cons: Los colchones un poco retorcidos"
233,Romina,Chile,March 2024,Family,25 March 2024,Guest Room 1 King,1,"10
10",Exceptional,Pros: La atención de las recepcionistas fue excelente. El hotel estaba colapsado por temas externos y ellas nos ayudaron en todo momento.
234,Ana,United States,December 2023,Group,17 December 2023,Guest Room 1 King,7,"6.0
6.0",Pleasant,"Pros: Ubicación
Cons: No tiene internet 
El valet parquín rayo el carro y ni se inmutaron 
Éramos 3 personas y no nos dejaban las cosas para los 3 siempre toca a ir a pedir que nos las entregaran"
235,Carlos,Mexico,December 2023,Group,14 December 2023,"Guest room, 2 Double",3,"10
10",Exceptional,Pros: el servicio de tv y baños y comodidad de la cama
236,Rafael,Colombia,March 2023,Couple,1 April 2023,Guest Room 1 King,4,"10
10",Muy buena escogencia,Pros: habitacion
237,Abdullah,Kuwait,December 2022,Family,23 December 2022,"Guest room, 2 Double",5,"5.0
5.0",Passable,"Pros: الفندق جميل نظيف موقعه حلو بس نصيحه احجز بدون وجبة افطار لانه موبوفي
Cons: الموظفه المسؤله بالاستقبال"
238,Henry,Honduras,November 2022,Family,26 November 2022,"Guest room, 2 Double",3,"10
10",excelente,Pros: todo
239,Carlos,Bolivia,November 2022,Solo traveller,14 November 2022,Guest Room 1 King,3,"10
10",Buena estancia,"Pros: El Wi Fi debería estar incluido en el pago por la habitación como en otros hoteles...
Cons: El Wi Fi debería estar incluido en el pago por la habitación como en otros hoteles..."
240,Abu,Saudi Arabia,October 2022,Couple,9 October 2022,"Guest room, 2 Double",6,"2.0
2.0",غير جيد ابدا والمبلغ عالي جدا,"Pros: فندق غير الصور الموجوده المرتبه غير مريحه الغرفه صغيره اثاث بسيط جدا
Cons: الافطار جدا جدا محدود ولا يتغير رغم اني جالس اسبوع كامل عندهم"
241,Jorge,United States,September 2022,Family,2 October 2022,Guest Room 1 King,3,"10
10",Exceptional,Pros: Un buen servicio en general pero en especial el servicio y la atención al desayuno gracias
242,Katia,Honduras,August 2022,Family,5 September 2022,Guest Room 1 King,2,"10
10",Exceptional,Pros: todo me encanta el hotel
243,Adrian,Bolivia,April 2025,Couple,22 April 2025,Guest Room 1 King,2,"7.0
7.0",Good,
244,Adrian,Bolivia,April 2025,Group,22 April 2025,"Guest room, 2 Double",2,"7.0
7.0",Good,
245,Adrian,Bolivia,April 2025,Group,22 April 2025,Guest Room 1 King,2,"7.0
7.0",Good,
246,Kayla,Barbados,April 2025,Couple,21 April 2025,Guest Room 1 King,3,"8.0
8.0",Very good,
247,Jurly,Curaçao,March 2025,Family,12 April 2025,"Design Guest Room, Guest room, 2 Double",2,"8.0
8.0",Very good,
248,Sharron,United States,April 2025,Solo traveller,6 April 2025,Guest Room 1 King,1,"7.0
7.0",Good,
249,Carol,Aruba,March 2025,Solo traveller,1 April 2025,"Guest room, 2 Double",1,"8.0
8.0",Very good,
250,Anett,Norway,March 2025,Couple,30 March 2025,Guest Room 1 King,1,"8.0
8.0",Very good,
251,Maddox,United States,March 2025,Family,18 March 2025,Guest Room 1 King,2,"8.0
8.0",Very good,
252,Adrian,Slovakia,February 2025,Couple,23 February 2025,Guest Room 1 King,1,"8.0
8.0",Very good,
253,Ronald,Trinidad and Tobago,February 2025,Group,19 February 2025,Guest Room 1 King,2,"8.0
8.0",Very good,
254,Abrianna,United States,December 2024,Group,12 February 2025,"Design Guest Room, Guest room, 2 Double",3,"8.0
8.0",Very good,
255,Jack,China,February 2025,Family,12 February 2025,"Design Guest Room, 1 King",4,"7.0
7.0",Good,
256,Alvin,Bermuda,December 2024,Couple,7 January 2025,Guest Room 1 King,1,"9.0
9.0",Superb,
257,Hiroshi,United States,December 2024,Family,2 January 2025,"Guest room, 2 Double",2,"9.0
9.0",Superb,
258,Antti,Finland,December 2024,Couple,30 December 2024,Guest Room 1 King,1,"8.0
8.0",Very good,
259,Marta,Aruba,December 2024,Solo traveller,23 December 2024,"Guest room, 2 Double",5,"9.0
9.0",Superb,
260,Leaeric,United States,October 2024,Family,13 December 2024,Guest Room 1 King,3,"9.0
9.0",Superb,
261,Yvonne,Cayman Islands,November 2024,Family,5 December 2024,"Guest room, 2 Double",3,"8.0
8.0",Very good,
262,Carlina,United States,November 2024,Group,25 November 2024,"Guest room, 2 Double",1,"9.0
9.0",Superb,
263,Guillermo,United States,October 2024,Solo traveller,26 October 2024,"Guest room, 2 Double",1,"7.0
7.0",Good,
264,Michael,United States,October 2024,Family,10 October 2024,Guest Room 1 King,2,"9.0
9.0",Superb,
265,Randy,United States,August 2024,Solo traveller,12 September 2024,Guest Room 1 King,2,"8.0
8.0",Very good,
266,Madhav,United Arab Emirates,August 2024,Family,19 August 2024,Guest Room 1 King,2,"7.0
7.0",Good,
267,Ashley,Curaçao,August 2024,Family,6 August 2024,"Guest room, 2 Double",2,"8.0
8.0",Very good,
268,Susan,United States,July 2024,Family,20 July 2024,"Guest room, 2 Double",5,"9.0
9.0",Superb,
269,Titiana,United States,June 2024,Couple,20 July 2024,Guest Room 1 King,2,"9.0
9.0",Superb,
270,Joanna,Cayman Islands,July 2024,Family,19 July 2024,Guest Room 1 King,3,"9.0
9.0",Superb,
271,Mr,Kenya,June 2024,Family,16 July 2024,Guest Room 1 King,2,"9.0
9.0",Superb,
272,Alawadhi,Kuwait,May 2024,Family,8 June 2024,Guest Room 1 King,3,"8.0
8.0",Very good,
273,Noa,Canada,May 2024,Family,30 May 2024,"Guest room, 2 Double",1,"7.0
7.0",Not a place for families.,
274,Albahar,Kuwait,May 2024,Family,15 May 2024,Guest Room 1 King,3,"9.0
9.0",Superb,
275,Peter,Trinidad and Tobago,February 2024,Couple,5 March 2024,"Guest room, 2 Double",2,"8.0
8.0",Very good,
276,Saskia,Cayman Islands,February 2024,Couple,24 February 2024,Guest Room 1 King,2,"9.0
9.0",Superb,
277,Armando,Curaçao,January 2024,Solo traveller,28 January 2024,Guest Room 1 King,4,"8.0
8.0",Very good,
278,Deborah,United States,November 2023,Family,6 November 2023,"Guest room, 2 Double",1,"8.0
8.0",Very good,
279,Arion,United Kingdom,September 2023,Solo traveller,5 October 2023,Guest Room 1 King,3,"8.0
8.0",Very good,
280,Ronen,Israel,September 2023,Solo traveller,3 October 2023,"Guest room, 2 Double",2,"8.0
8.0",Very good,
281,Shari,Cayman Islands,August 2023,Couple,5 September 2023,"Guest room, 2 Double",9,"9.0
9.0",Superb,
282,Tatiana,Spain,April 2023,Group,1 May 2023,"Guest room, 2 Double",2,"7.0
7.0",Good,
283,Jurly,Curaçao,February 2023,Family,9 March 2023,"Guest room, 2 Double",3,"8.0
8.0",Very good,
284,Natalie,Cayman Islands,January 2023,Couple,22 January 2023,"Guest room, 2 Double",2,"7.0
7.0",Good,
285,Augusto,Brazil,October 2022,Solo traveller,22 November 2022,Guest Room 1 King,3,"9.0
9.0",Superb,
286,Mesa,United States,November 2022,Couple,19 November 2022,"Guest room, 2 Double",2,"8.0
8.0",Very good,
287,Alicia,United States,August 2022,Family,4 September 2022,Guest Room 1 King,3,"8.0
8.0",Very good,
288,Makensie,United States,July 2022,Group,26 July 2022,"Guest room, 2 Double",4,"7.0
7.0",Good,
289,Orlin,United States,May 2022,Family,15 July 2022,"Guest room, 2 Double",1,"7.0
7.0",Good,
290,Gisah,Curaçao,June 2022,Family,19 June 2022,"Guest room, 2 Double",3,"8.0
8.0",Very good,
291,Lissete,United States,April 2022,Family,20 May 2022,Guest Room 1 King,1,"8.0
8.0",Very good,
292,Gurwin,UK Virgin Islands,May 2022,Solo traveller,20 May 2022,"Guest room, 2 Double",4,"7.0
7.0",Good,
293,David,United States,March 2022,Couple,24 April 2022,Guest Room 1 King,3,"9.0
9.0",Superb,
294,Lori,Cayman Islands,April 2025,Couple,18 April 2025,Guest Room 1 King,7,"10
10",Exceptional,
295,Juan,United States,February 2025,Couple,14 April 2025,Guest Room 1 King,1,"10
10",Exceptional,
296,Lori,Cayman Islands,April 2025,Couple,10 April 2025,Guest Room 1 King,1,"10
10",Exceptional,
297,Melanie,United States,April 2025,Couple,6 April 2025,Guest Room 1 King,1,"10
10",Exceptional,
298,Shrikant,India,March 2025,Family,1 April 2025,Guest Room 1 King,5,"10
10",Exceptional,
299,Jenell,United States,March 2025,Group,31 March 2025,"Design Guest Room, Guest room, 2 Double",2,"10
10",Exceptional,
300,Alan,United States,March 2025,Solo traveller,26 March 2025,Guest Room 1 King,1,"10
10",Exceptional,
301,Kotani,United States,February 2025,Couple,17 February 2025,Guest Room 1 King,1,"10
10",Exceptional,
302,Sujay,India,February 2025,Family,13 February 2025,"Design Guest Room, Guest room, 2 Double",1,"6.0
6.0",Pleasant,
303,Karen,Guatemala,December 2024,Couple,20 January 2025,Guest Room 1 King,3,"10
10",Exceptional,
304,Qiong,United States,December 2024,Family,30 December 2024,"Guest room, 2 Double",2,"5.0
5.0",Passable,
305,Qingya,United States,December 2024,Family,29 December 2024,"Guest room, 2 Double",2,"10
10",Exceptional,
306,Alexis,United States,December 2024,Solo traveller,18 December 2024,"Design Guest Room, 1 King",1,"4.0
4.0",Disappointing,
307,Yunit,Cuba,December 2024,Couple,9 December 2024,Guest Room 1 King,2,"1.0
1.0",Bad,
308,Chris,United States,September 2024,Group,30 September 2024,"Guest room, 2 Double",3,"10
10",Exceptional,
309,Melanie,United States,September 2024,Couple,26 September 2024,"Guest room, 2 Double",1,"5.0
5.0",Passable,
310,Nick,United Kingdom,July 2024,Couple,26 September 2024,"Design Guest Room, 1 King",1,"10
10",Exceptional,
311,Rachele,United States,September 2024,Couple,21 September 2024,Guest Room 1 King,1,"10
10",Exceptional,
312,Di,United States,August 2024,Couple,3 September 2024,Guest Room 1 King,1,"10
10",Exceptional,
313,Stanford,United States,August 2024,Couple,3 September 2024,Guest Room 1 King,1,"10
10",Exceptional,
314,Jayrinette,United States,July 2024,Couple,30 August 2024,Guest Room 1 King,2,"10
10",Exceptional,
315,Mercedes,United States,August 2024,Family,29 August 2024,"Guest room, 2 Double",2,"10
10",Exceptional,
316,Ana,Nicaragua,June 2024,Family,7 August 2024,"Guest room, 2 Double",1,"10
10",Exceptional,
317,Nezie,United States,August 2024,Family,6 August 2024,"Guest room, 2 Double",4,"10
10",Exceptional,
318,Joe,United States,July 2024,Solo traveller,17 July 2024,Guest Room 1 King,1,"10
10",Exceptional,
319,Mr,Kenya,June 2024,Family,29 June 2024,"Guest room, 2 Double",14,"10
10",Exceptional,
320,Peter,United States,May 2024,Couple,10 May 2024,Guest Room 1 King,1,"10
10",Exceptional,
321,Omar,United States,April 2024,Solo traveller,2 May 2024,"Guest room, 2 Double",1,"10
10",Exceptional,
322,Ronny,Czech Republic,February 2024,Family,18 February 2024,"Design Guest Room, Guest room, 2 Double",1,"10
10",Exceptional,
323,Maria,United States,December 2023,Family,22 December 2023,Guest Room 1 King,1,"10
10",Exceptional,
324,Larry,United States,October 2023,Couple,29 October 2023,"Guest room, 2 Double",1,"10
10",Exceptional,
325,David,United States,September 2023,Family,13 October 2023,Guest Room 1 King,1,"10
10",Exceptional,
326,Caroline,Cayman Islands,October 2023,Couple,7 October 2023,Guest Room 1 King,2,"10
10",Exceptional,
327,Fikremariam,United States,August 2023,Family,6 September 2023,Guest Room 1 King,2,"10
10",Exceptional,
328,Sean,United States,August 2023,Family,13 August 2023,"Guest room, 2 Double",1,"10
10",Exceptional,
329,Axel,United States,July 2023,Couple,31 July 2023,Guest Room 1 King,3,"10
10",Exceptional,
330,Catherine,Bermuda,July 2023,Solo traveller,13 July 2023,"Guest room, 2 Double",1,"10
10",Exceptional,
